personid,male,yr_married,edu,noedu,primary,hs,degree,edcat,yrmove1,agewhenmoved1,upmove1,downmove1,neutralmove1,provcape,provkzn,provgaufree,provref,endjob1_1,endjob1_2,endjob1_3,endjob1_4,endjob1_5,totlifeyrs,calyear,event,spell,dspell2,dspell3,dspell4,dspell5,dspell6,dspell7,dspell8more,duration,dur1,dur2,dur3,dur4,dur5_6,dur7_8,dur9_10,dur11up,dur2_down,dur2_neut,dur2_ejob1_1,dur2_ejob1_2,dur2_ejob1_3,dur2_ejob1_4,dur3_down,dur3_neut,dur3_ejob1_1,dur3_ejob1_2,dur3_ejob1_3,dur3_ejob1_4,dur4_down,dur4_neut,dur4_ejob1_1,dur4_ejob1_2,dur4_ejob1_3,dur4_ejob1_4,dur5_6_down,dur5_6_neut,dur5_6_ejob1_1,dur5_6_ejob1_2,dur5_6_ejob1_3,dur5_6_ejob1_4,dur7_8_down,dur7_8_neut,dur7_8_ejob1_1,dur7_8_ejob1_2,dur7_8_ejob1_3,dur7_8_ejob1_4,dur9_10_down,dur9_10_neut,dur9_10_ejob1_1,dur9_10_ejob1_2,dur9_10_ejob1_3,dur9_10_ejob1_4,dur11up_down,dur11up_neut,dur11up_ejob1_1,dur11up_ejob1_2,dur11up_ejob1_3,dur11up_ejob1_4,censor,priormove,province,urbanplace,yrpre1976,yrpre1986,yrpre1994,yrpost1994,age,lagage,mrg_event,mrg_status,hs_byyr,degree_byyr
1714,0,1984,2,0,1,0,0,1,1984,16,0,0,1,0,0,1,0,0,0,0,0,1,16,2000,0,3,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,32,28,0,1,0,0
1716,1,1994,5,0,1,0,0,1,1995,40,0,0,1,0,0,1,0,0,0,0,0,1,5,1996,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,41,40,0,1,0,0
1716,1,1994,5,0,1,0,0,1,1995,40,0,0,1,0,0,1,0,0,0,0,0,1,5,1997,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,42,40,0,1,0,0
1716,1,1994,5,0,1,0,0,1,1995,40,0,0,1,0,0,1,0,0,0,0,0,1,5,1998,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,43,40,0,1,0,0
1716,1,1994,5,0,1,0,0,1,1995,40,0,0,1,0,0,1,0,0,0,0,0,1,5,1999,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,44,40,0,1,0,0
1716,1,1994,5,0,1,0,0,1,1995,40,0,0,1,0,0,1,0,0,0,0,0,1,5,2000,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,45,40,0,1,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1983,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,20,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1984,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,21,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1985,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,22,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1986,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,23,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1987,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,24,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1988,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,25,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1989,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,26,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1990,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,27,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1991,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,28,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1992,0,2,1,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,29,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1993,0,2,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,30,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1994,0,2,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,31,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1995,0,2,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,32,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1996,0,2,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,33,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1997,1,2,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,1,34,19,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1998,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,35,34,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,1999,0,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,36,34,0,0,0,0
1717,0,9999,10,0,0,1,0,2,1982,19,0,0,1,0,0,0,1,0,0,0,0,1,18,2000,0,3,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,37,34,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1988,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,17,16,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1989,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,18,16,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1990,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,19,16,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1991,1,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,20,16,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1992,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,21,20,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1993,0,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,22,20,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1994,0,3,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,23,20,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1995,0,3,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,24,20,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1996,0,3,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,25,20,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1997,0,3,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,26,20,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1998,1,3,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,27,20,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,1999,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,28,27,0,0,0,0
1718,1,9999,12,0,0,1,0,2,1987,16,0,0,1,1,0,0,0,0,0,0,0,1,13,2000,0,4,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,29,27,0,0,0,0
1719,0,9999,10,0,0,1,0,2,1999,17,0,0,1,0,0,1,0,0,0,0,0,1,1,2000,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,18,17,0,0,0,0
1720,1,1995,6,0,1,0,0,1,1992,13,1,0,0,0,0,1,0,0,0,1,0,0,8,1993,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,1,0,14,13,0,0,0,0
1720,1,1995,6,0,1,0,0,1,1992,13,1,0,0,0,0,1,0,0,0,1,0,0,8,1994,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,15,13,0,0,0,0
1720,1,1995,6,0,1,0,0,1,1992,13,1,0,0,0,0,1,0,0,0,1,0,0,8,1995,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,16,13,1,0,0,0
1720,1,1995,6,0,1,0,0,1,1992,13,1,0,0,0,0,1,0,0,0,1,0,0,8,1996,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,17,13,0,1,0,0
1720,1,1995,6,0,1,0,0,1,1992,13,1,0,0,0,0,1,0,0,0,1,0,0,8,1997,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,18,13,0,1,0,0
1720,1,1995,6,0,1,0,0,1,1992,13,1,0,0,0,0,1,0,0,0,1,0,0,8,1998,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,19,13,0,1,0,0
1720,1,1995,6,0,1,0,0,1,1992,13,1,0,0,0,0,1,0,0,0,1,0,0,8,1999,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,20,13,0,1,0,0
1720,1,1995,6,0,1,0,0,1,1992,13,1,0,0,0,0,1,0,0,0,1,0,0,8,2000,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,0,0,0,1,21,13,0,1,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,1991,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,1,0,18,17,0,0,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,1992,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,1,0,19,17,0,0,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,1993,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,1,0,20,17,0,0,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,1994,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,21,17,0,0,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,1995,1,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,22,17,0,0,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,1996,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,23,22,0,0,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,1997,0,3,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,24,22,0,0,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,1998,0,3,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,25,22,0,0,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,1999,0,3,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,1,26,22,0,0,0,0
1721,1,9999,5,0,1,0,0,1,1990,17,1,0,0,0,0,1,0,0,0,1,0,0,10,2000,0,3,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,0,0,0,1,27,22,0,0,0,0
1723,0,1990,0,1,0,0,0,0,1991,25,0,0,1,0,0,1,0,0,0,0,0,1,9,1992,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,26,25,0,1,0,0
1723,0,1990,0,1,0,0,0,0,1991,25,0,0,1,0,0,1,0,0,0,0,0,1,9,1993,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,27,25,0,1,0,0
1723,0,1990,0,1,0,0,0,0,1991,25,0,0,1,0,0,1,0,0,0,0,0,1,9,1994,0,2,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,28,25,0,1,0,0
1723,0,1990,0,1,0,0,0,0,1991,25,0,0,1,0,0,1,0,0,0,0,0,1,9,1995,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,29,25,0,1,0,0
1723,0,1990,0,1,0,0,0,0,1991,25,0,0,1,0,0,1,0,0,0,0,0,1,9,1996,0,2,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,30,25,0,1,0,0
1723,0,1990,0,1,0,0,0,0,1991,25,0,0,1,0,0,1,0,0,0,0,0,1,9,1997,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,31,25,0,1,0,0
1723,0,1990,0,1,0,0,0,0,1991,25,0,0,1,0,0,1,0,0,0,0,0,1,9,1998,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,32,25,0,1,0,0
1723,0,1990,0,1,0,0,0,0,1991,25,0,0,1,0,0,1,0,0,0,0,0,1,9,1999,0,2,1,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,33,25,0,1,0,0
1723,0,1990,0,1,0,0,0,0,1991,25,0,0,1,0,0,1,0,0,0,0,0,1,9,2000,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,1,34,25,0,1,0,0
