v0303,v0304,v0331,v0332,v0333,v0336,v0341,v0342,v0343,v0346,v0351,v0352,v0353,v0356,v0361,v0362,v0363,v0366,v0371,v0372,v0373,v0376,v0381,v0382,v0383,v0386,v0391,v0392,v0393,v0396,v0401,v0402,v0403,v0406,v0411,v0412,v0413,v0416,v0421,v0422,v0423,v0426,personid,male,birthyear,ageatsurvey,birthplaceurban,birthplaceprov,yr_married,edu,noedu,primary,hs,degree,edcat,totmoves,begprov,begplaceurban,jobbefore1,jobafter1,mt1cat,yrmove1,agewhenmoved1,upmove1,downmove1,neutralmove1,prov1,prov2,prov3,prov4,prov5,prov6,prov7,prov8,prov9,prov10,startjob1,startjob2,startjob3,startjob4,startjob5,mvetype1,mvetype2,mvetype3,mvetype4
Northern,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,106,Urban,1983,103,0,1962,37,0,3,1980,9,0,0,1,0,2,1,2,1,4,3,3,1983,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Eastern ,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,106,Urban,1942,104,1,1928,71,0,3,1948,11,0,0,1,0,2,1,2,1,4,2,3,1942,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,512,Eastern ,272,Rural,1954,KwaZulu-,512,Rural,1962,Gauteng,722,Urban,1962,KwaZulu-,512,Rural,1962,Western ,130,Urban,1966,,,,,,,,,,,,,KwaZulu-,512,Rural,1967,Western ,106,Urban,1968,105,1,1940,59,0,4,1967,6,0,1,0,0,1,7,3,0,4,4,4,1954,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,272,KwaZulu-,501,Urban,1985,Gauteng,710,Urban,1990,Eastern ,272,Urban,1990,Elsewher,Outside ,Urban,1991,Elsewher,Outside ,Urban,1992,Western ,106,Urban,1993,,,,,,,,,Eastern ,272,Rural,1994,Western ,106,Urban,1999,106,1,1972,27,0,3,9999,12,0,0,1,0,2,8,4,1,4,4,4,1985,13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,106,Urban,1988,107,0,1966,33,0,3,1982,4,0,1,0,0,1,1,2,1,4,4,3,1988,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,274,Rural,1989,Western ,106,Urban,1990,108,0,1970,29,0,3,1990,9,0,0,1,0,2,2,3,0,4,2,4,1989,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,106,Urban,1997,109,1,1976,23,1,3,9999,12,0,0,1,0,2,1,2,1,4,0,1,1997,21,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Eastern ,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,275,Rural,1973,Western ,106,Urban,1979,110,0,1961,37,0,3,1986,12,0,0,1,0,2,2,3,0,4,4,4,1973,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,240,Urban,1991,Western ,106,Urban,1992,111,1,1974,25,1,3,1998,9,0,0,1,0,2,2,3,1,4,3,1,1991,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Eastern ,272,Western ,103,Urban,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1998,Western ,106,Urban,1999,112,0,1981,18,1,3,9999,7,0,1,0,0,1,3,2,1,4,4,2,1994,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eastern ,274,Gauteng,408,Urban,1954,Eastern ,274,Urban,1955,Free Sta,408,Urban,1956,Free Sta,406,Urban,1957,Eastern ,274,Urban,1957,Free Sta,408,Urban,1959,,,,,,,,,Eastern ,274,Urban,1961,Western ,106,Urban,1961,113,1,1936,63,1,3,1968,5,0,1,0,0,1,8,8,1,4,3,2,1954,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Eastern ,245,Eastern ,240,Urban,1967,Eastern ,245,Rural,1968,Western ,102,Urban,1976,Eastern ,245,Rural,1976,Western ,102,,1980,Eastern ,245,Rural,1984,Western ,102,1,1984,Eastern ,245,Rural,1987,Eastern ,245,Rural,1992,Western ,106,Urban,1993,114,0,1952,47,0,3,1970,6,0,1,0,0,1,11,3,1,4,4,4,1967,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,247,North We,612,Urban,1996,Eastern ,247,Urban,1996,Eastern ,219,Urban,1997,,,,,,,,,,,,,,,,,,,,,Eastern ,247,Urban,1998,Western ,104,Urban,1999,116,1,1975,24,1,3,9999,8,0,0,1,0,2,5,7,1,4,4,2,1996,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Eastern ,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,104,Urban,1992,117,0,1959,40,0,3,9999,12,0,0,1,0,2,1,2,1,4,4,3,1992,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1995,Western ,104,Urban,1999,118,0,1977,22,1,3,9999,10,0,0,1,0,2,2,3,1,4,4,1,1995,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,268,North We,612,Urban,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,268,Rural,1976,Western ,104,Urban,1977,119,1,1942,57,0,3,1970,7,0,1,0,0,1,3,7,1,3,4,4,1974,32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,251,Eastern ,219,Urban,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Rural,1991,Western ,104,Urban,1997,120,1,1971,28,0,3,1992,9,0,0,1,0,2,3,3,1,4,3,4,1987,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Western ,104,Eastern ,253,Rural,1995,Western ,104,Rural,1998,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,253,Rural,1999,Western ,104,Urban,1999,121,0,1980,19,0,3,9999,7,0,1,0,0,1,4,3,0,4,4,2,1995,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eastern ,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,104,Urban,1996,122,0,1974,25,1,3,1997,11,0,0,1,0,2,1,2,1,4,4,1,1996,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,216,Western ,137,Urban,1972,Western ,104,Urban,1973,Eastern ,216,Rural,1974,Eastern ,222,Urban,1994,,,,,,,,,,,,,,,,,Eastern ,216,Rural,1981,Western ,104,Urban,1982,123,1,1954,45,0,3,1972,7,0,1,0,0,1,6,2,1,4,2,4,1972,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,104,Urban,1999,124,1,1976,23,0,3,9999,9,0,0,1,0,2,1,2,1,4,4,3,1999,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Northern,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North We,612,Urban,1997,Western ,104,Urban,1997,125,1,1965,34,0,3,1991,7,0,1,0,0,1,2,7,1,4,2,3,1997,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Eastern ,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1995,128,0,1975,24,1,3,9999,14,0,0,0,1,3,1,2,1,4,4,3,1995,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1996,129,0,1977,22,1,4,9999,12,0,0,1,0,2,1,2,1,4,4,1,1996,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Mpumalan,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1998,130,1,1980,19,1,5,9999,12,0,0,1,0,2,1,2,1,4,4,1,1998,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,219,Urban,1990,Western ,105,Urban,1996,131,1,1976,23,1,3,9999,12,0,0,1,0,2,2,3,1,4,4,1,1990,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1996,132,1,1979,20,1,3,9999,13,0,0,0,1,3,1,2,1,4,4,1,1996,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1989,133,0,1976,23,0,3,9999,14,0,0,0,1,3,1,2,1,4,4,3,1989,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Northern,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1996,134,0,1972,27,1,6,9999,12,0,0,1,0,2,1,2,1,4,4,1,1996,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,272,Free Sta,445,Urban,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,701,Urban,1997,Western ,105,Urban,1999,135,0,1979,20,0,3,9999,14,0,0,0,1,3,3,9,1,4,4,2,1996,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Eastern ,247,Eastern ,247,Rural,1985,Western ,106,Urban,1988,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,701,Urban,1998,Western ,105,Urban,1998,136,0,1977,22,1,2,9999,14,0,0,0,1,3,4,3,0,4,4,4,1985,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,709,Urban,1968,Western ,105,Urban,1979,138,0,1948,51,0,3,1967,8,0,0,1,0,2,2,8,1,4,3,3,1968,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Eastern ,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1991,139,0,1979,20,1,3,9999,13,0,0,0,1,3,1,2,1,4,4,1,1991,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1989,141,0,1969,30,1,3,1990,5,0,1,0,0,1,1,2,1,4,4,3,1989,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Northern,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1988,142,0,1970,29,0,3,1990,8,0,0,1,0,2,1,2,1,4,4,3,1988,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1983,143,0,1966,33,0,3,1991,7,0,1,0,0,1,1,2,1,4,4,3,1983,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,229,Eastern ,247,Urban,1972,KwaZulu-,526,Urban,1976,Gauteng,701,Urban,1977,North We,605,Urban,1978,Eastern ,240,,1979,,,,,,,,,,,,,Eastern ,229,Urban,1979,Western ,105,Urban,1980,144,1,1956,42,1,3,1986,10,0,0,1,0,2,7,3,1,4,4,2,1972,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eastern ,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1992,145,0,1968,31,1,3,9999,12,0,0,1,0,2,1,2,1,4,2,1,1992,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Eastern ,274,Western ,106,Urban,1995,Eastern ,274,Urban,1995,Western ,106,Urban,1996,,,,,,,,,,,,,,,,,,,,,Eastern ,274,Urban,1995,Western ,105,Urban,1999,147,0,1977,22,1,3,1998,11,0,0,1,0,2,5,2,1,4,4,2,1995,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eastern ,218,Eastern ,220,Urban,1974,Eastern ,218,Urban,1975,KwaZulu-,528,Urban,1975,Eastern ,218,Urban,1980,Gauteng,714,Urban,1982,,,,,,,,,,,,,Eastern ,218,Urban,1987,Western ,105,Urban,1990,148,1,1957,42,1,3,9999,6,0,1,0,0,1,7,3,1,4,4,2,1974,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eastern ,210,Gauteng,704,Urban,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,210,Rural,1994,Western ,105,Urban,1995,150,1,1972,27,1,3,9999,9,0,0,1,0,2,3,8,1,3,3,4,1994,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Eastern ,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1998,151,0,1975,24,0,3,9999,11,0,0,1,0,2,1,2,1,4,4,3,1998,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1996,152,1,1973,26,0,3,9999,6,0,1,0,0,1,1,2,1,4,4,3,1996,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,268,Urban,1994,Western ,105,Urban,1995,153,0,1970,29,1,3,9999,11,0,0,1,0,2,2,3,1,3,4,1,1994,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1999,154,1,1980,19,0,3,9999,8,0,0,1,0,2,1,2,1,4,3,3,1999,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,272,Urban,1984,Western ,105,Urban,1988,155,1,1968,31,0,3,1990,11,0,0,1,0,2,2,3,1,4,2,3,1984,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Eastern ,208,Eastern ,210,Rural,1973,Eastern ,219,Urban,1976,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,210,Rural,1980,Western ,105,Urban,1982,156,0,1960,39,1,3,1993,9,0,0,1,0,2,4,3,0,4,4,2,1973,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Western ,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1994,157,0,1968,31,0,2,9999,2,0,1,0,0,1,1,2,1,4,3,1,1994,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Eastern ,208,Eastern ,274,Rural,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,208,Urban,1979,Western ,105,Urban,1982,159,0,1963,36,1,3,9999,12,0,0,1,0,2,3,3,0,4,4,2,1975,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eastern ,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1992,160,0,1967,32,0,3,1992,9,0,0,1,0,2,1,2,1,4,4,3,1992,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1996,162,0,1971,29,1,3,1981,11,0,0,1,0,2,1,2,1,4,3,1,1996,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Eastern ,251,Gauteng,709,Urban,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,273,Rural,1998,Western ,105,Urban,1999,163,1,1943,57,0,3,1974,7,0,1,0,0,1,3,8,1,4,3,4,1957,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Eastern ,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1998,164,0,1961,38,1,3,9999,10,0,0,1,0,2,1,2,1,3,4,1,1998,37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,105,Urban,1998,165,0,1976,23,1,3,9999,12,0,0,1,0,2,1,2,1,4,3,1,1998,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Eastern ,273,Eastern ,272,Urban,1980,Eastern ,251,Urban,1987,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,273,Rural,1988,Eastern ,251,Urban,1999,168,1,1962,38,0,3,9999,12,0,0,1,0,2,5,3,1,4,4,4,1980,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,274,Eastern ,219,Urban,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,274,Rural,1973,Eastern ,251,Urban,1979,169,0,1957,42,0,3,9999,3,0,1,0,0,1,3,3,1,4,4,4,1977,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,273,Eastern ,255,Urban,1985,Eastern ,273,Rural,,Eastern ,272,Urban,1989,Eastern ,273,Rural,1989,Eastern ,272,,1990,Eastern ,273,Rural,1990,Eastern ,272,1,1991,,,,,Eastern ,273,Rural,1991,Eastern ,251,Urban,1996,171,0,1968,32,0,3,9999,13,0,0,0,1,3,9,3,1,4,4,4,1985,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1978,174,0,1943,56,0,3,1972,0,1,0,0,0,0,1,3,1,4,4,3,1978,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,270,Gauteng,612,Urban,1968,Eastern ,270,Rural,1970,KwaZulu-,528,Urban,1971,Eastern ,270,Rural,1975,Gauteng,709,Urban,1975,Eastern ,270,Rural,1975,Gauteng,722,1,1976,Eastern ,270,Rural,1978,Eastern ,270,Rural,1985,Eastern ,251,Urban,1992,177,1,1950,49,0,3,1978,8,0,0,1,0,2,13,8,1,4,2,4,1968,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Eastern ,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1998,178,0,1978,21,0,3,9999,12,0,0,1,0,2,1,3,1,4,4,3,1998,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,265,Eastern ,219,Urban,1992,Western ,106,Urban,1997,Gauteng,715,Urban,1998,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Rural,1998,Eastern ,251,Urban,1999,182,0,1977,22,1,3,9999,12,0,0,1,0,2,5,3,1,4,4,2,1992,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eastern ,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1987,183,0,1970,29,0,3,1997,12,0,0,1,0,2,1,3,1,4,2,3,1987,17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Eastern ,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1998,185,0,1968,31,0,3,9999,13,0,0,0,1,3,1,3,1,1,1,3,1998,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Eastern ,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1999,187,0,1978,21,1,3,9999,10,0,0,1,0,2,1,3,1,4,4,3,1999,21,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1984,188,0,1964,35,0,3,9999,12,0,0,1,0,2,1,3,1,3,3,3,1984,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Eastern ,256,Eastern ,215,Rural,1988,Eastern ,256,Rural,1988,Eastern ,215,Rural,1989,Eastern ,256,Rural,1989,Eastern ,215,Rural,1990,Eastern ,256,Rural,1990,Eastern ,215,2,1991,,256,,1991,Eastern ,220,Urban,1996,Eastern ,251,Urban,1997,189,0,1972,28,0,3,1997,12,0,0,1,0,2,10,3,0,4,4,4,1988,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,256,Eastern ,251,Urban,1984,Eastern ,220,Urban,1989,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,256,Rural,1991,Eastern ,251,Urban,1995,191,0,1970,29,0,3,9999,13,0,0,0,1,3,4,3,1,4,4,4,1984,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1983,193,0,1958,42,0,3,9999,9,0,0,1,0,2,1,3,1,3,3,3,1983,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Eastern ,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,240,Urban,1998,Eastern ,251,Urban,1998,195,0,1979,20,1,3,9999,13,0,0,0,1,3,2,3,1,2,2,1,1998,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Eastern ,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gauteng,722,Urban,1982,Eastern ,251,Urban,1995,198,1,1967,32,0,3,1986,6,0,1,0,0,1,2,8,1,2,2,3,1982,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Eastern ,255,Eastern ,251,Urban,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,242,Urban,1976,Eastern ,251,Urban,1995,199,1,1954,45,0,3,1982,8,0,0,1,0,2,3,3,1,4,4,4,1972,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,256,Eastern ,273,Rural,1974,Eastern ,219,Urban,1974,Eastern ,256,Rural,1975,Free Sta,445,Urban,1978,Free Sta,408,Urban,1980,North We,612,Urban,1981,Free Sta,408,1,1983,Eastern ,251,Urban,1983,Mpumalan,811,Urban,1985,Eastern ,251,Urban,1993,200,1,1958,41,0,3,1985,6,0,1,0,0,1,10,3,0,4,4,4,1974,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Western ,106,Urban,1970,Eastern ,251,Urban,1997,201,1,1953,46,0,3,1985,13,0,0,0,1,3,2,2,1,3,3,3,1970,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Eastern ,256,Gauteng,710,Urban,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,242,Urban,1989,Eastern ,251,Urban,1990,202,0,1960,39,0,3,9999,12,0,0,1,0,2,3,8,1,4,4,4,1984,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Eastern ,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1980,203,0,1958,41,1,2,9999,8,0,0,1,0,2,1,3,1,4,4,3,1980,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,251,Gauteng,716,Urban,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Rural,1987,Eastern ,251,Urban,1996,204,0,1963,36,0,3,1979,10,0,0,1,0,2,3,8,1,4,4,4,1981,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Eastern ,273,Western ,106,Urban,1976,Eastern ,273,Urban,1976,Eastern ,251,Urban,1980,,,,,,,,,,,,,,,,,,,,,Gauteng,716,Urban,1983,Eastern ,251,Urban,1995,205,0,1956,43,0,3,1981,10,0,0,1,0,2,5,2,1,4,4,2,1976,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
KwaZulu-,512,Eastern ,261,Rural,1975,Gauteng,724,Urban,1978,Mpumalan,817,Urban,1979,Gauteng,710,Urban,1983,Mpumalan,806,Urban,1988,Eastern ,262,Rural,1988,Gauteng,715,1,1989,,,,,KwaZulu-,501,Urban,1999,Eastern ,251,Urban,1999,207,1,1957,42,0,3,1989,7,0,1,0,0,1,10,3,0,4,4,4,1975,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Eastern ,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1980,210,0,1963,36,1,3,9999,8,0,0,1,0,2,1,3,1,4,4,1,1980,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Eastern ,256,Mpumalan,817,Urban,1971,Mpumalan,815,Urban,1977,Free Sta,616,Rural,1982,,,,,,,,,,,,,,,,,,,,,Free Sta,408,Urban,1982,Eastern ,251,Urban,1987,211,1,1952,47,0,3,1978,3,0,1,0,0,1,5,5,1,3,3,4,1971,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Eastern ,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eastern ,251,Urban,1991,212,0,1968,31,0,3,9999,9,0,0,1,0,2,1,3,1,4,4,3,1991,23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
