v0303,v0304,v0331,v0332,v0333,v0336,v0341,v0342,v0343,v0346,v0351,v0352,v0353,v0356,v0361,v0362,v0363,v0366,v0371,v0372,v0373,v0376,v0381,v0382,v0383,v0386,v0391,v0392,v0393,v0396,v0401,v0402,v0403,v0406,v0411,v0412,v0413,v0416,v0421,v0422,v0423,v0426,personid,male,birthyear,ageatsurvey,birthplaceurban,birthplaceprov,yr_married,edu,noedu,primary,hs,degree,edcat,totmoves,begprov,begplaceurban,jobbefore1,jobafter1,mt1cat,yrmove1,agewhenmoved1,upmove1,downmove1,neutralmove1,prov1,prov2,prov3,prov4,prov5,prov6,prov7,prov8,prov9,prov10,startjob1,startjob2,startjob3,startjob4,startjob5,mvetype1,mvetype2,mvetype3,mvetype4
KwaZulu-,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,531,Urban,1993,1179,1,1974,25,0,4,9999,11,0,0,1,0,2,1,4,1,4,2,3,1993,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,531,Urban,1998,1180,1,1973,27,0,4,9999,4,0,1,0,0,1,1,4,1,3,2,3,1998,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,531,Urban,1988,1182,1,1946,54,0,4,1974,7,0,1,0,0,1,1,4,1,4,2,3,1988,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,531,Urban,1994,1183,1,1976,23,0,4,9999,11,0,0,1,0,2,1,4,1,4,2,3,1994,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,531,Urban,1997,1184,1,1974,25,0,4,9999,10,0,0,1,0,2,1,4,1,3,2,3,1997,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,531,Urban,1992,1187,1,1973,26,0,4,9999,12,0,0,1,0,2,1,4,1,4,2,3,1992,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,531,Urban,1995,1188,1,1970,29,0,4,9999,4,0,1,0,0,1,1,4,1,3,2,3,1995,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1994,1211,1,1977,22,0,3,9999,0,1,0,0,0,0,1,4,0,4,2,4,1994,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1993,1212,1,1975,24,0,3,9999,1,0,1,0,0,1,1,4,0,3,2,4,1993,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1998,1214,1,1979,20,0,3,9999,0,1,0,0,0,0,1,4,0,4,2,4,1998,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1991,1215,1,1975,24,0,3,9999,5,0,1,0,0,1,1,4,0,2,2,4,1991,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1991,1217,1,1970,29,0,3,9999,0,1,0,0,0,0,1,4,0,4,2,4,1991,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1997,1218,1,1976,23,0,3,9999,0,1,0,0,0,0,1,4,0,3,2,4,1997,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1987,1219,1,1962,37,0,3,9999,8,0,0,1,0,2,1,4,0,4,2,4,1987,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1994,1220,1,1976,23,0,3,9999,5,0,1,0,0,1,1,4,0,3,2,4,1994,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1997,1221,1,1981,18,0,3,9999,1,0,1,0,0,1,1,4,0,4,2,4,1997,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KwaZulu-,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1989,1223,0,1965,34,0,4,1993,3,0,1,0,0,1,1,4,1,4,4,3,1989,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1989,KwaZulu-,503,Urban,1991,1224,1,1962,37,0,4,1984,4,0,1,0,0,1,2,4,1,2,2,1,1989,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KwaZulu-,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1995,1225,0,1959,40,0,4,9999,9,0,0,1,0,2,1,4,1,3,3,3,1995,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KwaZulu-,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1992,1227,0,1958,41,0,4,9999,0,1,0,0,0,0,1,4,1,3,2,3,1992,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1986,1228,0,1971,28,0,4,9999,6,0,1,0,0,1,1,4,1,3,3,3,1986,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KwaZulu-,523,KwaZulu-,503,Urban,1975,KwaZulu-,503,Urban,1982,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,501,Urban,1991,KwaZulu-,503,Urban,1995,1229,0,1961,38,0,4,1995,8,0,0,1,0,2,4,4,1,4,4,4,1975,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
KwaZulu-,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1970,1230,0,1947,52,0,4,9999,9,0,0,1,0,2,1,4,1,2,2,1,1970,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Eastern ,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1985,1231,1,1958,41,0,3,9999,8,0,0,1,0,2,1,4,1,3,3,3,1985,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Rural,1985,KwaZulu-,503,Urban,1991,1232,1,1963,36,0,3,1990,7,0,1,0,0,1,2,4,0,4,4,4,1985,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
KwaZulu-,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1994,1233,1,1977,22,0,4,9999,12,0,0,1,0,2,1,4,1,4,4,3,1994,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,514,Rural,1996,KwaZulu-,503,Urban,1997,1235,1,1972,27,0,4,9999,12,0,0,1,0,2,2,4,0,4,4,4,1996,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
KwaZulu-,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,536,Rural,1991,KwaZulu-,503,Urban,1995,1236,1,1960,39,0,4,9999,12,0,0,1,0,2,2,4,0,1,1,4,1991,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
KwaZulu-,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1992,1239,0,1975,24,1,4,9999,12,0,0,1,0,2,1,4,1,4,4,3,1992,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,536,Rural,1997,KwaZulu-,503,Urban,1998,1241,1,1975,24,0,4,9999,12,0,0,1,0,2,2,4,0,4,4,4,1997,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
KwaZulu-,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1994,1242,1,1962,37,0,4,9999,12,0,0,1,0,2,1,4,1,4,2,3,1994,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1995,1243,1,1970,29,1,4,9999,11,0,0,1,0,2,1,4,1,4,2,1,1995,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KwaZulu-,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1977,1244,1,1965,34,0,4,1994,12,0,0,1,0,2,1,4,1,2,2,3,1977,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1995,1245,1,1969,30,0,4,9999,12,0,0,1,0,2,1,4,1,4,2,3,1995,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1970,1247,1,1950,49,0,3,1989,12,0,0,1,0,2,1,4,1,2,2,3,1970,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,540,Rural,1991,KwaZulu-,503,Urban,1993,1248,1,1957,42,1,4,9999,12,0,0,1,0,2,2,4,0,4,2,4,1991,34,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
KwaZulu-,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1994,1249,1,1970,29,0,4,9999,12,0,0,1,0,2,1,4,1,4,1,3,1994,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KwaZulu-,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1995,1250,1,1975,24,0,4,9999,12,0,0,1,0,2,1,4,1,4,2,3,1995,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,538,Gauteng,724,Urban,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,514,Rural,1997,KwaZulu-,503,Urban,1998,1251,1,1975,24,1,4,9999,12,0,0,1,0,2,3,8,1,4,4,2,1996,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
KwaZulu-,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1990,1253,1,1960,39,0,4,1987,12,0,0,1,0,2,1,4,1,1,1,3,1990,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KwaZulu-,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1988,1255,1,1966,33,1,4,1987,13,0,0,0,1,3,1,4,1,1,1,1,1988,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
KwaZulu-,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1993,1262,1,1969,30,0,4,1988,7,0,1,0,0,1,1,4,1,4,4,3,1993,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1989,1263,0,1966,33,0,4,9999,12,0,0,1,0,2,1,4,1,1,1,3,1989,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KwaZulu-,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1969,1265,1,1930,69,0,4,1958,10,0,0,1,0,2,1,4,1,4,2,3,1969,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1999,1266,1,1970,29,0,4,9999,12,0,0,1,0,2,1,4,1,1,4,3,1999,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1991,1267,0,1949,50,0,4,9999,8,0,0,1,0,2,1,4,1,3,2,3,1991,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1988,1272,1,1948,51,0,4,1988,8,0,0,1,0,2,1,4,1,2,2,3,1988,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1990,1273,0,1970,29,1,4,1990,12,0,0,1,0,2,1,4,1,3,3,3,1990,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KwaZulu-,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1993,1277,0,1971,28,0,4,9999,12,0,0,1,0,2,1,4,1,4,4,3,1993,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1995,1278,0,1980,19,0,4,9999,6,0,1,0,0,1,1,4,1,4,4,3,1995,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1996,1280,0,1977,22,0,4,1998,12,0,0,1,0,2,1,4,1,4,2,1,1996,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KwaZulu-,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1992,1284,1,1980,19,1,4,9999,7,0,1,0,0,1,1,4,1,4,2,1,1992,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KwaZulu-,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,536,Rural,1992,KwaZulu-,503,Urban,1994,1286,0,1972,27,1,4,1997,13,0,0,0,1,3,2,4,0,4,4,2,1992,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
KwaZulu-,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1980,1288,1,1963,36,0,4,9999,3,0,1,0,0,1,1,4,1,3,3,3,1980,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KwaZulu-,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1974,1290,0,1939,60,0,4,1969,0,1,0,0,0,0,1,4,1,4,1,3,1974,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KwaZulu-,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1993,1293,0,1967,32,0,4,1992,6,0,1,0,0,1,1,4,1,4,4,3,1993,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1996,1294,1,1948,51,0,3,1980,7,0,1,0,0,1,1,4,1,1,1,3,1996,48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KwaZulu-,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1990,1295,0,1969,30,0,4,1990,8,0,0,1,0,2,1,4,1,4,4,3,1990,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,501,Urban,1966,KwaZulu-,503,Urban,1986,1296,1,1946,53,0,4,1970,0,1,0,0,0,0,2,4,1,4,2,3,1966,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1997,1297,1,1979,20,0,4,9999,6,0,1,0,0,1,1,4,1,4,4,3,1997,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1994,1298,0,1968,31,0,4,1998,10,0,0,1,0,2,1,4,1,4,4,3,1994,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,501,Urban,1993,KwaZulu-,503,Urban,1995,1300,0,1959,40,0,3,9999,14,0,0,0,1,3,2,4,1,1,1,3,1993,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
KwaZulu-,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1990,1301,1,1959,40,0,4,9999,7,0,1,0,0,1,1,4,1,4,2,3,1990,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1994,1302,1,1979,20,0,4,9999,12,0,0,1,0,2,1,4,1,3,3,3,1994,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KwaZulu-,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1994,1303,0,1970,29,0,4,9999,6,0,1,0,0,1,1,4,1,4,4,3,1994,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1996,1304,0,1969,30,0,4,9999,12,0,0,1,0,2,1,4,1,2,2,3,1996,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpumalan,821,Urban,1988,KwaZulu-,503,Urban,1995,1305,1,1961,37,0,4,9999,10,0,0,1,0,2,2,5,1,4,2,3,1988,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,535,Rural,1990,KwaZulu-,503,Urban,1995,1306,0,1963,36,0,4,1990,12,0,0,1,0,2,2,4,0,2,2,4,1990,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Eastern ,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1990,KwaZulu-,503,Urban,1991,1307,1,1968,31,0,3,9999,6,0,1,0,0,1,2,4,1,4,2,3,1990,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1990,1308,1,1959,40,0,3,1988,13,0,0,0,1,3,1,4,1,1,1,3,1990,31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Eastern ,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1984,1309,0,1967,31,0,3,9999,10,0,0,1,0,2,1,4,1,4,2,3,1984,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1989,1311,0,1969,30,1,4,1989,12,0,0,1,0,2,1,4,1,3,3,1,1989,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
KwaZulu-,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1995,1312,0,1937,62,1,4,9999,0,1,0,0,0,0,1,4,1,4,4,1,1995,58,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
KwaZulu-,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1995,1314,1,1963,36,0,4,1997,7,0,1,0,0,1,1,4,1,4,2,3,1995,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
KwaZulu-,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1995,1316,0,1965,34,0,4,9999,10,0,0,1,0,2,1,4,1,3,3,3,1995,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KwaZulu-,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1992,1319,0,1965,34,0,4,1992,7,0,1,0,0,1,1,4,1,3,3,3,1992,27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KwaZulu-,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1997,1320,0,1965,34,0,4,1988,12,0,0,1,0,2,1,4,1,4,4,3,1997,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,501,Urban,1962,KwaZulu-,503,Urban,1972,1326,0,1941,58,1,4,1970,8,0,0,1,0,2,2,4,1,3,3,1,1962,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
KwaZulu-,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1979,1328,0,1956,43,0,4,9999,8,0,0,1,0,2,1,4,1,3,3,3,1979,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
KwaZulu-,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,506,Rural,1995,KwaZulu-,503,Urban,1999,1330,1,1980,19,1,4,9999,6,0,1,0,0,1,2,4,0,3,3,2,1995,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
KwaZulu-,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,503,Urban,1978,1331,1,1962,37,1,4,9999,3,0,1,0,0,1,1,4,1,3,3,1,1978,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
KwaZulu-,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,511,Urban,1984,1332,1,1954,45,0,4,1981,13,0,0,0,1,3,1,4,1,4,4,3,1984,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,511,Urban,1991,1335,0,1970,29,0,4,9999,11,0,0,1,0,2,1,4,1,4,4,3,1991,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,501,Rural,1982,KwaZulu-,511,Urban,1988,1338,0,1960,39,0,4,9999,13,0,0,0,1,3,2,4,0,4,4,4,1982,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
KwaZulu-,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,511,Urban,1970,1343,0,1936,63,0,4,9999,0,1,0,0,0,0,1,4,1,4,4,3,1970,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KwaZulu-,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,511,Urban,1996,1345,0,1966,33,1,4,1995,12,0,0,1,0,2,1,4,1,4,4,1,1996,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
KwaZulu-,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KwaZulu-,511,Urban,1980,1349,0,1954,45,0,4,9999,9,0,0,1,0,2,1,4,1,4,4,3,1980,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
